Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
3647 S. Hughes Ave.,90034,5,2017,1,8,12.50%,Density Bonus,Market Rate Developments,,202,,,,,,,
5151 W. Romaine St.,90029,13,2017,75,76,98.68%,Density Bonus,Market Rate Developments,,,,,,,,,
5715 W. Harold Way,90028,13,2017,3,40,7.50%,Density Bonus,Market Rate Developments,,,,,,,,,
6417 N. Figueroa St.,90042,14,2017,2,21,9.52%,Density Bonus,Market Rate Developments,,6,12,,,,,,
8555 W. Colgate Ave.,90048,5,2017,1,10,10.00%,Density Bonus,Market Rate Developments,,201,,,,,,,
11916 W. Pico Blvd.,90064,11,2017,9,100,9.00%,Density Bonus,Market Rate Developments,"128, 218, 308, 324, 410","201, 203, 405, 327",,,,,,,
22121 W. Clarendon St.,91367,3,2017,26,335,7.76%,Density Bonus,Market Rate Developments,"305, 161, 221, 465","203, 120, 137, 267, 318, 353, 420, 438, 553, 567","156, 226, 236, 252, 309, 341, 452, 525, 358, 456, 508, 131",,,,,,
11925 W. Louise Ave.,90066,11,2017,4,49,8.16%,Density Bonus,Market Rate Developments,314,"322, 419, 516",,,,,,,
12431 W. Rochester Ave.,90025,11,2017,5,50,10.00%,Density Bonus,Market Rate Developments,,"108, 304, 405, 509",211,,,,,,
11671 W. Erwin St.,91606,2,2017,1,10,10.00%,Density Bonus,Market Rate Developments,,,202,,,,,,
10757 W. Palms Blvd.,90034,5,2017,1,14,7.14%,Density Bonus,Market Rate Developments,,8,,,,,,,
4864 W. Melrose Ave.,90004,13,2017,6,51,11.76%,Density Bonus,Market Rate Developments,,"204, 303, 310, 402, 508",201,,,,,,
3671 S. Western Ave.,90018,8,2017,32,33,96.97%,Density Bonus,Market Rate Developments,,,,,,,,,
1832 S. Barrington Ave.,90025,11,2017,1,11,9.09%,Density Bonus,Market Rate Developments,,,,204,,,,,
750 S. Kingsley Dr.,90005,10,2017,6,68,8.82%,Density Bonus,Market Rate Developments,"512, PH5","201, 403","210, 313",,,,,,
610 S. Van Ness Ave.,90005,13,2017,1,12,8.33%,Density Bonus,Market Rate Developments,,,,12,,,,,
519 N. Normandie Ave.,90004,13,2017,1,14,7.14%,Density Bonus,Market Rate Developments,,12,,,,,,,
12444 W. Chandler Blvd.,91607,2,2017,9,69,13.04%,Density Bonus,Market Rate Developments,,,,,,,,,
6109 S. Crenshaw Blvd.,90043,8,2017,9,75,12.00%,Density Bonus,Market Rate Developments,,"205, 209, 308, 318, 414, 416, 501","101, 217",,,,,,
11445 W. Riverside Dr.,91602,2,2017,2,29,6.90%,Density Bonus,Market Rate Developments,,,"109, 205",,,,,,
161 S. Normandie Ave.,90004,10,2017,1,13,7.69%,Density Bonus,Market Rate Developments,,4,,,,,,,
11616 W. Burbank Blvd.,91601,2,2017,2,21,9.52%,Density Bonus,Market Rate Developments,,,"102, 206",,,,,,
11837 W. Mayfield Ave.,90049,11,2017,2,26,7.69%,Density Bonus,Market Rate Developments,,,,,,,,,
4170 W. 5th St.,90020,13,2017,4,32,12.50%,Density Bonus,Market Rate Developments,,,,,,,,,
6740 S. Brynhurst Ave.,90043,8,2017,2,12,16.67%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
1314 1/2 Westerly Ter.,90026,13,2017,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
4415 S. San Pedro St.,90011,9,2017,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,3,,,,,,,,
1331 N. Cahuenga Blvd.,90028,13,2017,20,369,5.42%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
4451 N. Vista Del Monte Ave.,91403,4,2017,1,16,6.25%,Other Ordinances Or Discretionary,Market Rate Developments,,110,,,,,,,
3837 W. 28th St.,90018,10,2017,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2815 S. Ocean Front Walk,90291,11,2017,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,3,,,,,,,
1405 N. Talmadge St.,90027,4,2017,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1407,,,,,,,
7070 S. Flight Ave.,90045,11,2017,1,20,5.00%,Other Ordinances Or Discretionary,Market Rate Developments,,105,,,,,,,
12626 W. Burbank Blvd.,91607,2,2017,1,25,4.00%,Other Ordinances Or Discretionary,Market Rate Developments,,104A,,,,,,,
1210 S. Sherbourne Dr.,90035,5,2017,1,9,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
15705 W. Vose St.,91406,6,2017,1,14,7.14%,Other Ordinances Or Discretionary,Market Rate Developments,,200,,,,,,,
1010 E. Jefferson Blvd.,90011,9,2017,40,41,97.56%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1601 N. Hobart Blvd.,90027,13,2017,53,54,98.15%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
320 N. Madison Ave.,90004,13,2017,120,122,98.36%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
8862 W. Pico Blvd.,90035,5,2017,47,48,97.92%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1301 W. 7th St.,90017,1,2017,75,76,98.68%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
252 S. Rampart Blvd.,90057,13,2017,23,23,100.00%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
649 S. Wall St.,90014,14,2017,54,55,98.18%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3015 S. West View St.,90016,10,2017,63,64,98.44%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1500 S. Granville Ave.,90025,5,2018,16,154,10.39%,Density Bonus,Market Rate Developments,"234, 236, 320, 519","225, 310, 323, 406, 433, 436","220, 227, 325, 339, 424, 511",,,,,,
1556 S. Hi Point St.,90035,10,2018,4,45,8.89%,Density Bonus,Market Rate Developments,,,"203, 305, 410",108,,,,,
3568 S. Motor Ave.,90034,5,2018,4,42,9.52%,Density Bonus,Market Rate Developments,,"201, 304, 405, 509",,,,,,,
14540 W. Erwin St.,91411,6,2018,6,48,12.50%,Density Bonus,Market Rate Developments,,"210, 304","205, 307, 412, 505",,,,,,
14419 W. Riverside Dr.,91423,4,2018,2,12,16.67%,Density Bonus,Market Rate Developments,,,,,,,,,
3324 N. Chapman St.,90065,13,2018,1,7,14.29%,Density Bonus,Market Rate Developments,,,,2,,,,,
1053 S. Fedora St.,90006,10,2018,5,40,12.50%,Density Bonus,Market Rate Developments,,"504, 706","401, 605, 306",,,,,,
599 W. Avenue 28,90005,1,2018,1,10,10.00%,Density Bonus,Market Rate Developments,,,,5,,,,,
901 N. Vine St.,90038,13,2018,7,70,10.00%,Density Bonus,Market Rate Developments,"211, 303, 308, 412","204, 216, 306",,,,,,,
1223 N. Edgemont St.,90029,13,2018,1,13,7.69%,Density Bonus,Market Rate Developments,,4,,,,,,,
1644 S. Malcolm Ave.,90024,5,2018,1,14,7.14%,Density Bonus,Market Rate Developments,,,,,101,,,,
14912 W. Wyandotte Ave.,91405,6,2018,1,10,10.00%,Density Bonus,Market Rate Developments,,,,110,,,,,
1775 N. Sycamore Ave.,90028,13,2018,10,65,15.38%,Density Bonus,Market Rate Developments,,,,,101,,,,
1750 N. Glendale Blvd.,90026,13,2018,8,70,11.43%,Density Bonus,Market Rate Developments,"201, 319, 407","102, 214, 412","208, 317",,,,,,
1323 S. Orange Grove Ave.,90017,10,2018,5,61,8.20%,Density Bonus,Market Rate Developments,,,"106, 212, 307, 412",110,,,,,
647 N. Beachwood Dr.,90038,13,2018,5,52,9.62%,Density Bonus,Market Rate Developments,201,"215, 306, 314, 413",,,,,,,
3618 S. Dunn Drive,90004,5,2018,3,29,10.34%,Density Bonus,Market Rate Developments,,,,,,,,,
1301 W. Sunset Blvd.,90026,1,2018,4,45,8.89%,Density Bonus,Market Rate Developments,,"109, 311, 409",205,,,,,,
667 N. Wilton Pl.,90004,13,2018,3,34,8.82%,Density Bonus,Market Rate Developments,402,"206, 310",,,,,,,
6240 W. Sunset Blvd.,90028,13,2018,12,200,6.00%,Density Bonus,Market Rate Developments,"122, 303, 310, 547","330, 407, 436, 526, 627, 716, 626",218,,,,,,
800 S. Harvard Blvd.,90005,10,2018,11,131,8.40%,Density Bonus,Market Rate Developments,,,,,,,,,
1827 S. Midvale Ave.,90025,5,2018,2,17,11.76%,Density Bonus,Market Rate Developments,,,,"204, 302",,,,,
11311  W. Camarillo St.,91602,2,2018,6,60,10.00%,Density Bonus,Market Rate Developments,306,"210, 302, 403, 411, 507",,,,,,,
1801 S. Mesa St.,90015,15,2018,2,22,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
7823 S. Main St.,90003,9,2018,4,47,8.51%,Density Bonus,Market Rate Developments,,,,,,,,,
330 N. Patton St.,90026,1,2018,3,32,9.38%,Density Bonus,Market Rate Developments,,,,,,,,,
1008 N. Myra Ave.,90029,13,2018,3,27,11.11%,Density Bonus,Market Rate Developments,,213,"111, 217",,,,,,
954 S. Catalina St.,90006,10,2018,3,19,15.79%,Density Bonus,Market Rate Developments,"303, 402",,205,,,,,,
5125 S. Avalon Blvd.,90011,9,2018,3,28,10.71%,Density Bonus,Market Rate Developments,,206,"303, 407",,,,,,
767 N. Avenue 50,90042,1,2018,2,17,11.76%,Density Bonus,Market Rate Developments,,,"101, 205",,,,,,
1101 S. Bedford St.,90035,5,2018,1,10,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
5750 W. Hollywood Blvd.,90028,13,2018,14,161,8.70%,Density Bonus,Market Rate Developments,,,,,,,,,
5122 W. Maplewood Ave.,90004,13,2018,2,24,8.33%,Density Bonus,Market Rate Developments,,"208, 403",302,,,,,,
9543 S. Compton Ave.,90003,15,2018,2,17,11.76%,Density Bonus,Market Rate Developments,,,,,,,,,
7025 S. Main St.,90003,9,2018,1,11,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
10240 N. Commerce Ave.,91042,7,2018,3,36,8.33%,Density Bonus,Market Rate Developments,,"303, 405",210,,,,,,
5608 W. La Mirada Ave.,90038,13,2018,1,13,7.69%,Density Bonus,Market Rate Developments,,,,,,,,,
8719 N. Variel Ave.,91304,3,2018,2,19,10.53%,Density Bonus,Market Rate Developments,,,107,204,,,,,
329 S. Rampart Blvd.,90057,1,2018,8,53,15.09%,Density Bonus,Market Rate Developments,,411,"402, 203","206, 301, 306, 505, 605",,,,,
428 S. Robertson Blvd.,90048,5,2018,3,37,8.11%,Density Bonus,Market Rate Developments,,,"205, 307, 403",,,,,,
428 S. Robertson Blvd.,90026,5,2018,4,34,11.76%,Density Bonus,Market Rate Developments,,,"205, 307, 403",,,,,,
10608 W. Santa Monica Blvd.,90025,5,2018,3,28,10.71%,Density Bonus,Market Rate Developments,,,,,,,,,
5022 N. Whitsett Ave.,91607,2,2018,1,9,11.11%,Density Bonus,Market Rate Developments,,,103,,,,,,
5637 W. Lexington Ave.,90038,13,2018,3,37,8.11%,Density Bonus,Market Rate Developments,,,,,,,,,
16101 S. Figueroa St.,90248,15,2018,3,36,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
5050 W. Pico Blvd.,90019,10,2018,8,79,10.13%,Density Bonus,Market Rate Developments,,,,,,,,,
862 N. Moraga Dr.,90049,5,2018,1,13,7.69%,Density Bonus,Market Rate Developments,202,,,,,,,,
11620 W. Chenault St.,90049,11,2018,3,22,13.64%,Density Bonus,Market Rate Developments,,"202, 303",101,,,,,,
505 N. Marine Ave.,90744,15,2018,17,17,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
1525 N. Hobart Blvd.,90027,13,2018,2,21,9.52%,Density Bonus,Market Rate Developments,,,"6, 11",,,,,,
410 E. Florence Ave.,90003,9,2018,50,51,98.04%,Density Bonus,Market Rate Developments,,,,,,,,,
4121 W. Santa Monica Blvd.,90029,13,2018,5,41,12.20%,Density Bonus,Market Rate Developments,"201, 218, 312",210,320,,,,,,
4749 W. Elmwood Ave.,90004,13,2018,1,14,7.14%,Density Bonus,Market Rate Developments,,103,,,,,,,
221 W. E St.,90744,15,2018,10,10,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
3737 S. Motor Ave.,90034,5,2018,3,30,10.00%,Density Bonus,Market Rate Developments,,"206, 302, 404",,,,,,,
5300 W. Adams Blvd.,90016,10,2018,1,8,12.50%,Density Bonus,Market Rate Developments,,201,,,,,,,
264 S. Union Ave.,90026,1,2018,1,12,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
4806 Sylmar Avenue,91423,4,2018,1,11,9.09%,Density Bonus,Market Rate Developments,,,,101,,,,,
1021 S. Shenandoah St.,90035,5,2018,2,21,9.52%,Density Bonus,Market Rate Developments,,,,"102, 204",,,,,
825 S. Kingsley Dr.,90005,10,2018,8,90,8.89%,Density Bonus,Market Rate Developments,,,,,,,,,
1056 S. La Cienega Blvd.,90035,5,2018,8,90,8.89%,Density Bonus,Market Rate Developments,"505, 517","207, 321, 411","213, 309, 420",,,,,,
926 S. Kingsley Dr.,90006,10,2018,6,69,8.70%,Density Bonus,Market Rate Developments,407,"308, 603","101, 205, 504",,,,,,
4800 S. Avalon Blvd.,90011,9,2018,3,33,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
8521 S. Sepulveda Blvd.,90045,11,2018,8,87,9.20%,Density Bonus,Market Rate Developments,,,,,,,,,
552 N. Hobart Blvd.,90004,13,2018,2,26,7.69%,Density Bonus,Market Rate Developments,,"205, 302",,,,,,,
14307 W. Friar St.,91401,6,2018,6,30,20.00%,Density Bonus,Market Rate Developments,,"101, 203, 303, 403","102, 201",,,,,,
5910 W. Saturn St.,90035,10,2018,4,45,8.89%,Density Bonus,Market Rate Developments,,,"108, 201, 305, 402",,,,,,
955 S. Fedora St.,90006,10,2018,6,60,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
505 W. 31st St.,90007,9,2018,8,73,10.96%,Density Bonus,Market Rate Developments,,,,,,,,,
11272 W. Nebraska Ave.,90025,11,2018,3,24,12.50%,Density Bonus,Market Rate Developments,,"101, 203, 304",,,,,,,
2602 S. Orange Dr.,90016,10,2018,3,25,12.00%,Density Bonus,Market Rate Developments,,,,,,,,,
5610 N. Camellia Ave.,91601,2,2018,6,62,9.68%,Density Bonus,Market Rate Developments,,"105, 115, 211, 218, 316, 405",,,,,,,
609 N. Dillon St.,90026,13,2018,5,52,9.62%,Density Bonus,Market Rate Developments,,,,,,,,,
5335 W. Adams Blvd.,90016,10,2018,7,60,11.67%,Density Bonus,Market Rate Developments,"205, 222, 307","213, 229, 312, 327",,,,,,,
230 N. Lake St.,90026,13,2018,5,36,13.89%,Density Bonus,Market Rate Developments,,"204, 401, 505","209, 309",,,,,,
166 S. Alvarado St.,90057,1,2018,83,84,98.81%,Density Bonus,Market Rate Developments,,,,,,,,,
13724 W. Victory Blvd.,91401,2,2018,4,67,5.97%,Density Bonus,Market Rate Developments,,,,,,,,,
1901 W. Blake Ave.,90039,13,2018,5,52,9.62%,Density Bonus,Market Rate Developments,"304, 330","127, 320",104,,,,,,
708 S. New Depot St.,90012,1,2018,3,33,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
3415 W. Bellevue Ave.,90026,13,2018,3,14,21.43%,Density Bonus,Market Rate Developments,,,"104, 201, 302",,,,,,
11588 W. Pico Blvd.,90064,11,2018,2,21,9.52%,Density Bonus,Market Rate Developments,,,,,,,,,
924 S. Catalina St.,90006,10,2018,3,30,10.00%,Density Bonus,Market Rate Developments,,"201, 304, 405",,,,,,,
916 N. Alvarado St.,90026,13,2018,3,27,11.11%,Density Bonus,Market Rate Developments,,"203, 406, 301",,,,,,,
1255 S. Elden Ave.,90006,1,2018,92,93,98.92%,Density Bonus,Market Rate Developments,,,,,,,,,
846 S. Mariposa Ave.,90005,10,2018,6,38,15.79%,Density Bonus,Market Rate Developments,,,,,,,,,
6600 N. Van Nuys Blvd.,90029,6,2018,6,54,11.11%,Density Bonus,Market Rate Developments,"303, 502","204, 308, 405, 207",,,,,,,
7401 N. Lankershim Blvd.,91605,2,2018,9,108,8.33%,Density Bonus,Market Rate Developments,,"224, 307, 405, 517","203, 301, 315, 409,513",,,,,,
11280 W. Peach Grove St.,91601,2,2018,2,21,9.52%,Density Bonus,Market Rate Developments,,,,,,,,,
13654 W. Bassett St.,91405,2,2018,2,19,10.53%,Density Bonus,Market Rate Developments,,,,,,,,,
1901 N. Echo Park Ave.,90026,13,2018,1,13,7.69%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,5,,,,,,,
5360 W. San Vicente Blvd.,90019,10,2018,1,8,12.50%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,1,,,,,,
6211 S. Vermont Ave.,90044,8,2018,15,15,100.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
12071 W. Wilshire Blvd.,90025,11,2018,2,12,16.67%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,402,301,,,,,,
2108 E. 1st St.,90033,14,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,3,,,,,,,
16515 W. Victory Blvd.,91406,6,2018,1,8,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,8,,,,,,,,
1612 W. 81st St.,90047,8,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,4,,,,,,
1238 1/2 N. June St.,90038,13,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1238 1/2,,,,,,,
920 W. 49th St.,90037,9,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,920,,,,,,
651 W. 12th St.,90731,14,2018,1,10,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,,2,,,,,,,
11525 W. Chandler Blvd.,91601,2,2018,6,60,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,"110, 118, 209, 217, 311, 409",,,,,,,,
10002 1/2 N. Pinewood Ave.,91042,7,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2551 1/2 W. Avenue 31,90065,1,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,2553 1/2,,,,,,,
2033 N. Vista Del Mar Ave.,90068,4,2018,2,12,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,"3, 4",,,,,,,,
4307 W. Russell Ave.,90027,4,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,4307,,,,,,,,
1376 W. 37th Pl.,90007,8,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,1,,,,,,,,
1371 W. 37th St.,90007,8,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
200 N. Edgemont St.,90004,10,2018,1,15,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
21 E. Voyage St.,90292,11,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,C,,,,,,
10 E. Anchorage St.,90292,11,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,1,,,,,,
"29 E. Lighthouse St., Unit #1, #2, #3",90292,11,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,3,,,,,,,,
474 W. Casanova St.,90012,1,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,474 1/2,,,,,,
1945 S. Glendon Ave.,90025,5,2018,1,17,5.88%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
25 E. Lighthouse St.,90292,11,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,3,,,,,,,,
409 E. Rialto Ave.,90291,11,2018,1,2,50.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1420 S. Bonnie Brae St.,90006,1,2018,2,29,6.90%,Other Ordinances Or Discretionary,Market Rate Developments,"A, B",,,,,,,,
3101 S. Bagley Ave.,90034,5,2018,1,10,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1060 1/2 51st Pl.,90037,9,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
12762 W. Vanowen St.,91605,2,2018,1,7,14.29%,Other Ordinances Or Discretionary,Market Rate Developments,7,,,,,,,,
5514 W. Sierra Vista Ave.,90038,13,2018,1,29,3.45%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1638 W. 206th St.,90501,15,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
3735 S. Bagley Ave.,90034,5,2018,1,30,3.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,101,,,,,,
12 E. Lighthouse St.,90292,11,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
9324 1/2 S. Holmes Ave.,90002,15,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,9324 1/2,,,,,,,,
7131 N. Baird Ave.,91335,3,2018,5,40,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
9131 Darby Ave.,91325,12,2018,17,146,11.64%,Other Ordinances Or Discretionary,Market Rate Developments,,"205, 221, 305, 309, 326, 433, 531","104, 202, 215, 234, 311, 334, 411, 422, 518, 106",,,,,,
5165 1/2 W. Santa Monica Blvd.,90029,13,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,,
1652 W. 207th St.,90501,15,2018,1,6,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
245 S. Serrano Ave.,90004,10,2018,1,54,1.85%,Other Ordinances Or Discretionary,Market Rate Developments,,117,,,,,,,
1644 W. 206th St.,90501,15,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,E,,,,,,,,
723 W. 20th St.,90731,1,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
619 N. Hayworth Ave.,90048,5,2018,1,9,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,1,,,,,,,,
3334 1/2 N. Drew St.,90065,13,2018,1,6,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,3334 1/2,,,,,,,,
661 N. Echandia St.,90033,14,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,3,,,,,,,
3536 S. Hughes Ave.,90034,5,2018,4,16,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,"203, 205, 206, 305",,,,,,,,
3423 1/2 S. Walton Ave.,90007,8,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
6000 W. Comey Ave.,90034,10,2018,1,5,20.00%,Other Ordinances Or Discretionary,Market Rate Developments,,4,,,,,,,
4427 S. Centinela Ave.,90066,11,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
6929 N. Radford Ave.,91605,2,2018,1,6,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,,6,,,,,,
1362 1/2 W. 30th St.,90007,8,2018,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,,
1309 1/2 E. 43rd St.,90011,9,2018,1,4,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1542 S. Wooster St.,90212,5,2018,1,9,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
